"OTUid"	"percConfid"	"genusSpecies"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"OTU_7414"	1	"Gp7"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp7"	"Gp7"	"unidentified"	"unidentified"	"unidentified"
"OTU_7415"	0.08	"unidentified"	"Bacteria"	"Firmicutes"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7416"	1	"Bdellovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	"unidentified"
"OTU_7417"	0.42	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"unidentified"	"unidentified"
"OTU_7418"	0.99	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7419"	0.79	"Gp10"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp10"	"Gp10"	"unidentified"	"unidentified"	"unidentified"
"OTU_742"	0.58	"Streptomyces"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"unidentified"
"OTU_7420"	0.54	"Endobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Endobacter"	"unidentified"
"OTU_7421"	1	"Sphingopyxis"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"unidentified"
"OTU_7422"	0.76	"Aciditerrimonas"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Acidimicrobineae_incertae_sedis"	"Aciditerrimonas"	"unidentified"
"OTU_7423"	0.4	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Acidimicrobiaceae"	"unidentified"	"unidentified"
"OTU_7424"	0.65	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_7425"	1	"Fluviicola"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Fluviicola"	"unidentified"
"OTU_7426"	0.99	"Aquicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"	"unidentified"
"OTU_7427"	0.05	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7428"	0.44	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7429"	0.95	"Segetibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Segetibacter"	"unidentified"
"OTU_743"	0.99	"Tahibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Tahibacter"	"unidentified"
"OTU_7430"	0.1	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7431"	0.14	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7432"	0.26	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7433"	0.07	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7434"	0.32	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_7435"	0.06	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7436"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7437"	0.71	"Diplorickettsia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Diplorickettsia"	"unidentified"
"OTU_7438"	0.93	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7439"	0.17	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_744"	0.18	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7440"	0.57	"Caulobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	"unidentified"
"OTU_7441"	0.55	"Nocardioides"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardioidaceae"	"Nocardioides"	"unidentified"
"OTU_7442"	1	"Spartobacteria_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Spartobacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_7443"	0.34	"unidentified"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7444"	0.15	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7445"	1	"Gp6"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	"Gp6"	"unidentified"	"unidentified"	"unidentified"
"OTU_7446"	0.51	"Parachlamydia"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiales"	"Parachlamydiaceae"	"Parachlamydia"	"unidentified"
"OTU_7447"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7448"	0.12	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7449"	0.81	"Pseudonocardia"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Pseudonocardia"	"unidentified"
"OTU_745"	1	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_7450"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7451"	0.99	"Terrimicrobium"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Terrimicrobium"	"unidentified"	"unidentified"	"unidentified"
"OTU_7452"	0.7	"Gaiella"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	"unidentified"
"OTU_7453"	0.99	"Gemmatimonas"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"unidentified"
"OTU_7454"	0.45	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"unidentified"	"unidentified"
"OTU_7455"	0.59	"Brevundimonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"unidentified"
"OTU_7456"	0.99	"Bdellovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	"unidentified"
"OTU_7457"	0.18	"unidentified"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7458"	0.54	"Gemmatimonas"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"unidentified"
"OTU_7459"	0.21	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_746"	0.95	"Roseomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"unidentified"
"OTU_7460"	0.99	"Gemmatimonas"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"unidentified"
"OTU_7461"	0.13	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7462"	1	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7463"	0.29	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_7464"	0.04	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7465"	0.68	"Friedmanniella"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"Friedmanniella"	"unidentified"
"OTU_7466"	0.03	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7467"	0.79	"Spartobacteria_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Spartobacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_7468"	1	"Acidisoma"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidisoma"	"unidentified"
"OTU_7469"	1	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_747"	0.44	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7470"	0.67	"Phycisphaera"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Phycisphaera"	"unidentified"
"OTU_7471"	0.97	"Singulisphaera"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Singulisphaera"	"unidentified"
"OTU_7472"	0.45	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"unidentified"	"unidentified"
"OTU_7473"	0.5	"Chlorarachniophyceae"	"Bacteria"	"Cyanobacteria/Chloroplast"	"Chloroplast"	"Chloroplast"	"Chloroplast"	"Chlorarachniophyceae"	"unidentified"
"OTU_7474"	1	"Aquicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"	"unidentified"
"OTU_7475"	0.18	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7476"	0.52	"Diplorickettsia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Diplorickettsia"	"unidentified"
"OTU_7477"	0.58	"Dyella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Dyella"	"unidentified"
"OTU_7478"	0.43	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"unidentified"	"unidentified"
"OTU_7479"	0.59	"Ciceribacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ciceribacter"	"unidentified"
"OTU_748"	1	"Burkholderia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"unidentified"
"OTU_7480"	0.04	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7481"	0.92	"Ferruginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Ferruginibacter"	"unidentified"
"OTU_7482"	0.27	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_7483"	0.37	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Propionibacteriaceae"	"unidentified"	"unidentified"
"OTU_7484"	0.27	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7485"	0.93	"WPS-2_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-2"	"WPS-2_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7486"	0.97	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7487"	0.8	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7488"	0.53	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_7489"	0.47	"unidentified"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"unidentified"	"unidentified"
"OTU_749"	0.88	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_7490"	1	"Legionella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"unidentified"
"OTU_7491"	0.16	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7492"	0.17	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_7493"	0.55	"Acidiphilium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidiphilium"	"unidentified"
"OTU_7494"	0.33	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7495"	0.37	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_7496"	0.73	"Pedobacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"unidentified"
"OTU_7497"	0.04	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7498"	0	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7499"	0.55	"Agreia"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Agreia"	"unidentified"
"OTU_75"	1	"Dyella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Dyella"	"unidentified"
"OTU_750"	0.77	"Rhizomicrobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_incertae_sedis"	"Rhizomicrobium"	"unidentified"	"unidentified"
"OTU_7500"	0.16	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7501"	0.08	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7502"	0.5	"Anaerovorax"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales_Incertae Sedis XIII"	"Anaerovorax"	"unidentified"
"OTU_7503"	0.9	"Gp4"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	"Gp4"	"unidentified"	"unidentified"	"unidentified"
"OTU_7504"	0.47	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unidentified"	"unidentified"
"OTU_7505"	0.96	"Opitutus"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"unidentified"
"OTU_7506"	1	"Subdivision3_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_7507"	0.42	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7508"	0.41	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7509"	0.54	"Aquicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"	"unidentified"
"OTU_751"	0.83	"Sporobacter"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Sporobacter"	"unidentified"
"OTU_7510"	0.31	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7511"	0.04	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7512"	0.09	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7513"	0.47	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7514"	1	"Enterococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"unidentified"
"OTU_7515"	0.26	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"unidentified"	"unidentified"
"OTU_7516"	0.54	"Herbaspirillum"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herbaspirillum"	"unidentified"
"OTU_7517"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7518"	0.63	"Flavitalea"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavitalea"	"unidentified"
"OTU_7519"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_752"	0.95	"Mycobacterium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"unidentified"
"OTU_7520"	0.1	"unidentified"	"Bacteria"	"Firmicutes"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7521"	0.68	"Flavihumibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavihumibacter"	"unidentified"
"OTU_7522"	0.91	"Flavitalea"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavitalea"	"unidentified"
"OTU_7523"	0.09	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7524"	1	"Bdellovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	"unidentified"
"OTU_7525"	0.02	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7526"	0.24	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unidentified"	"unidentified"
"OTU_7527"	0.14	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"unidentified"	"unidentified"	"unidentified"
"OTU_7528"	0.17	"unidentified"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"unidentified"	"unidentified"
"OTU_7529"	0.98	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_753"	0.64	"Flavitalea"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Flavitalea"	"unidentified"
"OTU_7530"	0.55	"Anaerospora"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaerospora"	"unidentified"
"OTU_7531"	0.84	"Sphingomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"unidentified"
"OTU_7532"	1	"Subdivision3_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_7533"	0.24	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7534"	0.99	"Gemmatimonas"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"unidentified"
"OTU_7535"	0.4	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"unidentified"	"unidentified"
"OTU_7536"	1	"Methylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"unidentified"
"OTU_7537"	0.02	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7538"	0.05	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7539"	0.42	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"unidentified"	"unidentified"	"unidentified"
"OTU_754"	0.99	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_7540"	0.25	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7541"	0.4	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_7542"	0.36	"unidentified"	"Bacteria"	"Verrucomicrobia"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7543"	0.03	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7544"	0.7	"Sphingobacterium"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacterium"	"unidentified"
"OTU_7545"	0.41	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"unidentified"	"unidentified"
"OTU_7546"	1	"Microbacterium"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Microbacterium"	"unidentified"
"OTU_7547"	0.96	"Gp6"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	"Gp6"	"unidentified"	"unidentified"	"unidentified"
"OTU_7548"	0.31	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7549"	0.36	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"unidentified"	"unidentified"	"unidentified"
"OTU_755"	0.49	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	"unidentified"
"OTU_7550"	0.21	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7551"	0.63	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7552"	0.25	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_7553"	0.33	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7554"	0.89	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_7555"	0.72	"Labilithrix"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Labilitrichaceae"	"Labilithrix"	"unidentified"
"OTU_7556"	0.58	"Pirellula"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Pirellula"	"unidentified"
"OTU_7557"	0.7	"Herbiconiux"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Herbiconiux"	"unidentified"
"OTU_7558"	1	"Streptophyta"	"Bacteria"	"Cyanobacteria/Chloroplast"	"Chloroplast"	"Chloroplast"	"Chloroplast"	"Streptophyta"	"unidentified"
"OTU_7559"	0.29	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_756"	1	"Rubellimicrobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rubellimicrobium"	"unidentified"
"OTU_7560"	0.66	"Ideonella"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiales_incertae_sedis"	"Ideonella"	"unidentified"
